niners	teamplayssport	football
san_jose_state	teamplayssport	basketball
tcu	teamplayssport	basketball
wake_forest	teamplayssport	basketball
tar_heels	teamplayssport	basketball
liverpool	teamplayssport	football
france	teamplayssport	golf
northwestern	teamplayssport	football
brazil	teamplayssport	golf
germany	teamplayssport	golf
miami_university	teamplayssport	football
lsu	teamplayssport	golf
temple_university	teamplayssport	basketball
arizona_state_university	teamplayssport	baseball
duke_university	teamplayssport	basketball
georgetown_university	teamplayssport	basketball
northeastern_university	teamplayssport	basketball
james_madison_university	teamplayssport	basketball
mississippi_state_university	teamplayssport	basketball
middle_tennessee_state_university	teamplayssport	basketball
rutgers	teamplayssport	basketball
xavier_university	teamplayssport	basketball
western_illinois_university	teamplayssport	basketball
usc	teamplayssport	football
harvard_university	teamplayssport	basketball
george_washington_university	teamplayssport	basketball
brown_university	teamplayssport	basketball
colorado_state_university	teamplayssport	college_baseball
hofstra_university	teamplayssport	basketball
east_tennessee_state_university	teamplayssport	basketball
northwestern_oklahoma_state_university	teamplayssport	basketball
north_carolina_state_university	teamplayssport	basketball
indiana_university	teamplayssport	football
florida_state_university	teamplayssport	basketball
marquette_university	teamplayssport	basketball
purdue_university	teamplayssport	basketball
penn_state	teamplayssport	basketball
fordham_university	teamplayssport	basketball
edmonton_oilers	teamplayssport	hockey
princeton	teamplayssport	football
magic	teamplayssport	basketball
detroit_tigers	teamplayssport	baseball
phoenix_suns	teamplayssport	basketball
san_francisco_ers	teamplayssport	football
florida_panthers	teamplayssport	hockey
chargers	teamplayssport	football
baltimore_colts	teamplayssport	football
byu_hawaii_seasiders	teamplayssport	hockey
new_england_patriots	teamplayssport	football
red_wings	teamplayssport	hockey
bobcats	teamplayssport	basketball
ny_giants	teamplayssport	football
golden_gophers	teamplayssport	basketball
cavaliers	teamplayssport	basketball
seton_hall_university	teamplayssport	basketball
georgia_bulldogs	teamplayssport	basketball
central_michigan_university	teamplayssport	basketball
cornhuskers	teamplayssport	basketball
texans	teamplayssport	hockey
broncos	teamplayssport	hockey
new_york_mets	teamplayssport	baseball
cal_poly	teamplayssport	hockey
marshall_university	teamplayssport	basketball
florida_gators	teamplayssport	basketball
dodgers	teamplayssport	baseball
nuggets	teamplayssport	basketball
indiana_pacers	teamplayssport	basketball
san_jose_sharks	teamplayssport	hockey
cubs	teamplayssport	baseball
valparaiso_university	teamplayssport	basketball
jags	teamplayssport	football
memphis_grizzlies	teamplayssport	basketball
nets	teamplayssport	basketball
los_angeles_clippers	teamplayssport	basketball
